age,job,marital,education,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,y
35,admin.,0,high.school,0,0,1,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,0,0,5,0,0,1.4,93.918,4.968,5228,0
45,management,0,university.degree,1,0,1,0,0,1.4,93.918,4.968,5228,0
57,technician,2,professional.course,1,0,5,0,0,1.4,93.918,4.968,5228,0
55,management,0,university.degree,1,0,1,0,0,1.4,93.918,4.968,5228,0
45,management,0,university.degree,0,0,1,0,0,1.4,93.918,4.968,5228,0
44,blue-collar,1,professional.course,1,0,1,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,0,0,3,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,0,0,3,0,0,1.4,93.918,4.968,5228,0
30,unemployed,0,high.school,1,0,1,0,0,1.4,93.918,4.968,5228,0
34,services,0,high.school,1,0,1,0,0,1.4,93.918,4.968,5228,0
36,admin.,0,university.degree,0,0,5,0,0,1.4,93.918,4.968,5228,0
34,services,0,high.school,1,1,1,0,0,1.4,93.918,4.968,5228,0
36,technician,2,professional.course,0,0,4,0,0,1.4,93.918,4.968,5228,0
54,blue-collar,0,basic.9y,1,1,1,0,0,1.4,93.918,4.968,5228,0
55,admin.,1,university.degree,0,0,1,0,0,1.4,93.918,4.968,5228,0
55,admin.,1,university.degree,1,0,1,0,0,1.4,93.918,4.968,5228,0
34,services,0,high.school,0,1,1,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,0,0,29,0,0,1.4,93.918,4.968,5228,0
30,services,2,high.school,0,1,5,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,8,0,0,1.4,93.918,4.968,5228,0
29,management,0,university.degree,1,0,4,0,0,1.4,93.918,4.968,5228,0
31,self-employed,0,university.degree,0,0,5,0,0,1.4,93.918,4.968,5228,0
48,blue-collar,0,professional.course,0,0,25,0,0,1.4,93.918,4.968,5228,0
30,blue-collar,2,high.school,1,1,16,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,1,0,2,0,0,1.4,93.918,4.968,5228,0
33,admin.,2,professional.course,1,0,2,0,0,1.4,93.918,4.968,5228,0
28,technician,2,university.degree,1,0,2,0,0,1.4,93.918,4.968,5228,0
58,management,0,university.degree,1,0,20,0,0,1.4,93.918,4.968,5228,0
45,admin.,0,university.degree,0,0,7,0,0,1.4,93.918,4.968,5228,0
33,technician,0,university.degree,1,0,5,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,33,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,1,8,0,0,1.4,93.918,4.968,5228,0
44,blue-collar,1,professional.course,0,0,31,0,0,1.4,93.918,4.968,5228,0
39,technician,0,professional.course,1,0,5,0,0,1.4,93.918,4.968,5228,0
32,technician,0,university.degree,1,0,6,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,17,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,high.school,1,1,18,0,0,1.4,93.918,4.968,5228,0
48,technician,0,professional.course,1,0,2,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,1,0,3,0,0,1.4,93.918,4.968,5228,0
32,technician,0,university.degree,0,1,4,0,0,1.4,93.918,4.968,5228,0
59,services,0,high.school,1,0,5,0,0,1.4,93.918,4.968,5228,0
38,technician,0,high.school,1,0,34,0,0,1.4,93.918,4.968,5228,0
50,self-employed,0,professional.course,1,0,2,0,0,1.4,93.918,4.968,5228,0
54,admin.,0,university.degree,0,0,5,0,0,1.4,93.918,4.968,5228,0
32,technician,0,university.degree,1,0,7,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,0,0,3,0,0,1.4,93.918,4.968,5228,0
33,technician,0,university.degree,0,0,4,0,0,1.4,93.918,4.968,5228,0
34,technician,0,professional.course,1,0,3,0,0,1.4,93.918,4.968,5228,0
59,retired,0,basic.4y,0,1,27,0,0,1.4,93.918,4.968,5228,0
33,technician,2,university.degree,0,0,5,0,0,1.4,93.918,4.968,5228,0
30,unemployed,0,high.school,1,0,2,0,0,1.4,93.918,4.968,5228,0
36,technician,2,professional.course,1,0,3,0,0,1.4,93.918,4.968,5228,0
48,admin.,2,university.degree,1,1,6,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,18,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,0,0,35,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,28,0,0,1.4,93.918,4.968,5228,0
47,technician,0,professional.course,1,0,18,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,1,0,3,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,21,0,0,1.4,93.918,4.968,5228,0
37,technician,0,professional.course,0,1,32,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,27,0,0,1.4,93.918,4.968,5228,0
47,technician,0,professional.course,1,0,33,0,0,1.4,93.918,4.968,5228,0
33,blue-collar,0,basic.9y,1,0,14,0,0,1.4,93.918,4.968,5228,0
30,admin.,2,professional.course,1,0,18,0,0,1.4,93.918,4.968,5228,0
36,technician,2,professional.course,0,1,7,0,0,1.4,93.918,4.968,5228,0
47,technician,0,professional.course,1,0,4,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,4,0,0,1.4,93.918,4.968,5228,0
42,admin.,0,university.degree,1,0,25,0,0,1.4,93.918,4.968,5228,0
38,blue-collar,2,basic.6y,0,1,4,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,0,0,3,0,0,1.4,93.918,4.968,5228,0
30,services,2,high.school,1,0,6,0,0,1.4,93.918,4.968,5228,0
52,admin.,0,university.degree,0,0,7,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,3,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,1,0,3,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,0,0,3,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,0,0,25,0,0,1.4,93.918,4.968,5228,0
27,admin.,2,high.school,1,1,23,0,0,1.4,93.918,4.968,5228,0
59,retired,0,basic.4y,1,1,3,0,0,1.4,93.918,4.968,5228,0
41,blue-collar,0,basic.6y,0,1,3,0,0,1.4,93.918,4.968,5228,0
40,services,0,basic.9y,0,1,35,0,0,1.4,93.918,4.968,5228,0
41,blue-collar,0,basic.6y,1,0,3,0,0,1.4,93.918,4.968,5228,0
49,admin.,2,high.school,0,1,2,0,0,1.4,93.918,4.968,5228,0
39,admin.,2,high.school,0,0,6,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,0,0,8,0,0,1.4,93.918,4.968,5228,0
32,technician,0,university.degree,1,0,6,0,0,1.4,93.918,4.968,5228,0
37,technician,0,professional.course,0,0,8,0,0,1.4,93.918,4.968,5228,0
48,blue-collar,0,professional.course,1,0,16,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,0,0,3,0,0,1.4,93.918,4.968,5228,0
43,services,0,basic.6y,1,0,8,0,0,1.4,93.918,4.968,5228,0
42,entrepreneur,0,professional.course,1,0,7,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,0,0,6,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,1,8,0,0,1.4,93.918,4.968,5228,0
49,admin.,2,high.school,1,0,13,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,0,0,6,0,0,1.4,93.918,4.968,5228,0
24,technician,2,university.degree,0,0,3,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,1,1,5,0,0,1.4,93.918,4.968,5228,0
46,services,0,basic.9y,1,0,9,0,0,1.4,93.918,4.968,5228,0
27,admin.,2,high.school,0,0,20,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,1,0,17,0,0,1.4,93.918,4.968,5228,0
45,blue-collar,0,basic.6y,1,0,4,0,0,1.4,93.918,4.968,5228,0
30,services,2,high.school,1,0,10,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,0,0,40,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,4,0,0,1.4,93.918,4.968,5228,0
28,technician,2,professional.course,0,0,5,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,30,0,0,1.4,93.918,4.968,5228,0
25,admin.,2,basic.9y,1,0,27,0,0,1.4,93.918,4.968,5228,0
32,technician,0,university.degree,1,1,4,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,1,1,3,0,0,1.4,93.918,4.968,5228,0
33,technician,0,university.degree,1,0,7,0,0,1.4,93.918,4.968,5228,0
54,services,0,basic.6y,1,0,4,0,0,1.4,93.918,4.968,5228,0
30,services,2,high.school,1,0,5,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,7,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,6,0,0,1.4,93.918,4.968,5228,0
36,admin.,0,high.school,1,0,12,0,0,1.4,93.918,4.968,5228,0
34,management,2,university.degree,0,0,13,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,0,0,16,0,0,1.4,93.918,4.968,5228,0
25,admin.,0,university.degree,1,0,5,0,0,1.4,93.918,4.968,5228,0
32,technician,0,university.degree,1,1,6,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,0,1,13,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,0,0,4,0,0,1.4,93.918,4.968,5228,0
27,admin.,2,high.school,1,0,3,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,7,0,0,1.4,93.918,4.968,5228,0
42,admin.,0,university.degree,0,0,5,0,0,1.4,93.918,4.968,5228,1
29,self-employed,2,university.degree,1,0,8,0,0,1.4,93.918,4.968,5228,0
36,services,0,high.school,1,1,17,0,0,1.4,93.918,4.968,5228,0
39,blue-collar,0,professional.course,1,0,15,0,0,1.4,93.918,4.968,5228,0
33,technician,0,university.degree,1,0,4,0,0,1.4,93.918,4.968,5228,0
36,services,0,high.school,1,0,4,0,0,1.4,93.918,4.968,5228,1
38,admin.,0,basic.6y,1,1,3,0,0,1.4,93.918,4.968,5228,0
25,student,2,high.school,0,0,3,0,0,1.4,93.918,4.968,5228,0
55,retired,0,high.school,1,0,24,0,0,1.4,93.918,4.968,5228,0
53,self-employed,0,professional.course,1,0,31,0,0,1.4,93.918,4.968,5228,0
33,technician,0,university.degree,1,0,7,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,1,0,3,0,0,1.4,93.918,4.968,5228,0
39,technician,0,professional.course,0,0,6,0,0,1.4,93.918,4.968,5228,0
38,admin.,0,basic.6y,1,0,3,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,1,0,5,0,0,1.4,93.918,4.968,5228,0
31,services,2,high.school,1,0,3,0,0,1.4,93.918,4.968,5228,0
37,admin.,0,high.school,1,1,14,0,0,1.4,93.918,4.968,5228,0
29,technician,0,university.degree,0,0,7,0,0,1.4,93.918,4.968,5228,0
35,admin.,0,university.degree,0,0,10,0,0,1.4,93.918,4.968,5228,0
48,blue-collar,0,professional.course,1,0,5,0,0,1.4,93.918,4.968,5228,0
33,admin.,2,professional.course,1,0,4,0,0,1.4,93.918,4.968,5228,0
36,services,0,high.school,1,0,6,0,0,1.4,93.918,4.968,5228,0
46,services,0,basic.9y,0,0,4,0,0,1.4,93.918,4.968,5228,0
36,admin.,2,university.degree,1,0,11,0,0,1.4,93.918,4.968,5228,0
50,self-employed,0,professional.course,0,0,7,0,0,1.4,93.918,4.968,5228,0
27,admin.,2,high.school,0,1,3,0,0,1.4,93.918,4.968,5228,0
54,technician,0,basic.9y,1,0,9,0,0,1.4,93.918,4.968,5228,0
59,housemaid,0,basic.4y,1,0,21,0,0,1.4,93.918,4.968,5228,0
45,management,1,high.school,1,0,1,0,0,1.4,93.444,4.97,5228,0
34,technician,2,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
34,technician,2,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
38,blue-collar,2,high.school,1,0,1,0,0,1.4,93.444,4.97,5228,0
43,admin.,0,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
43,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
45,management,1,high.school,1,0,1,0,0,1.4,93.444,4.97,5228,0
44,admin.,2,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
31,admin.,2,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
41,technician,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
41,technician,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
41,technician,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
41,technician,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
46,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
58,blue-collar,0,basic.9y,1,0,1,0,0,1.4,93.444,4.97,5228,0
33,admin.,2,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
58,blue-collar,0,basic.9y,0,0,1,0,0,1.4,93.444,4.97,5228,0
36,admin.,0,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
58,blue-collar,0,basic.9y,1,0,1,0,0,1.4,93.444,4.97,5228,1
48,blue-collar,0,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
49,services,0,high.school,0,0,1,0,0,1.4,93.444,4.97,5228,0
30,admin.,0,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
30,admin.,0,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
48,blue-collar,0,basic.9y,1,0,1,0,0,1.4,93.444,4.97,5228,0
53,management,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
56,admin.,0,basic.6y,1,0,1,0,0,1.4,93.444,4.97,5228,0
37,student,0,professional.course,0,0,1,0,0,1.4,93.444,4.97,5228,0
47,services,0,high.school,0,0,1,0,0,1.4,93.444,4.97,5228,0
51,technician,0,professional.course,0,0,1,0,0,1.4,93.444,4.97,5228,0
55,blue-collar,0,basic.4y,1,1,1,0,0,1.4,93.444,4.97,5228,0
55,blue-collar,0,basic.4y,1,0,1,0,0,1.4,93.444,4.97,5228,0
42,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
58,retired,0,professional.course,1,0,2,0,0,1.4,93.444,4.97,5228,0
42,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
56,retired,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
33,admin.,1,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
46,housemaid,0,high.school,1,0,1,0,0,1.4,93.444,4.97,5228,0
46,housemaid,0,high.school,1,1,1,0,0,1.4,93.444,4.97,5228,0
35,admin.,2,university.degree,0,0,2,0,0,1.4,93.444,4.97,5228,0
30,admin.,2,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
35,technician,1,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
39,housemaid,0,basic.4y,1,0,1,0,0,1.4,93.444,4.97,5228,0
47,entrepreneur,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
33,admin.,1,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
38,technician,0,professional.course,0,0,3,0,0,1.4,93.444,4.97,5228,0
32,admin.,2,university.degree,0,0,1,0,0,1.4,93.444,4.97,5228,0
49,technician,0,professional.course,0,0,1,0,0,1.4,93.444,4.97,5228,0
31,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
30,technician,2,high.school,0,0,1,0,0,1.4,93.444,4.97,5228,0
48,unknown,0,basic.9y,0,0,1,0,0,1.4,93.444,4.97,5228,0
44,services,0,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
44,services,0,professional.course,0,0,1,0,0,1.4,93.444,4.97,5228,0
34,technician,2,professional.course,1,1,1,0,0,1.4,93.444,4.97,5228,0
34,technician,2,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
60,retired,0,basic.6y,0,0,1,0,0,1.4,93.444,4.97,5228,0
36,admin.,0,professional.course,0,0,1,0,0,1.4,93.444,4.97,5228,0
33,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
57,retired,0,basic.4y,1,1,1,0,0,1.4,93.444,4.97,5228,0
33,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
33,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
50,admin.,0,high.school,0,0,3,0,0,1.4,93.444,4.97,5228,0
57,retired,0,basic.4y,0,0,1,0,0,1.4,93.444,4.97,5228,0
46,blue-collar,0,basic.9y,0,0,2,0,0,1.4,93.444,4.97,5228,0
47,technician,0,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
35,technician,2,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
34,admin.,2,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
33,student,1,professional.course,0,0,1,0,0,1.4,93.444,4.97,5228,1
35,technician,2,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
35,technician,2,professional.course,0,0,1,0,0,1.4,93.444,4.97,5228,0
52,blue-collar,0,basic.9y,1,0,1,0,0,1.4,93.444,4.97,5228,0
46,blue-collar,0,high.school,0,0,1,0,0,1.4,93.444,4.97,5228,0
46,blue-collar,0,basic.9y,0,0,1,0,0,1.4,93.444,4.97,5228,0
46,blue-collar,0,basic.9y,0,0,1,0,0,1.4,93.444,4.97,5228,0
37,technician,2,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
41,technician,0,professional.course,0,0,3,0,0,1.4,93.444,4.97,5228,0
41,technician,0,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
54,technician,1,high.school,0,0,4,0,0,1.4,93.444,4.97,5228,0
57,admin.,0,high.school,1,0,1,0,0,1.4,93.444,4.97,5228,0
57,admin.,0,high.school,1,0,1,0,0,1.4,93.444,4.97,5228,0
39,technician,2,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
29,technician,2,professional.course,0,0,2,0,0,1.4,93.444,4.97,5228,0
39,housemaid,0,basic.4y,1,0,2,0,0,1.4,93.444,4.97,5228,0
36,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
49,admin.,0,high.school,0,0,3,0,0,1.4,93.444,4.97,5228,0
44,services,0,professional.course,0,0,2,0,0,1.4,93.444,4.97,5228,0
56,admin.,0,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
34,admin.,2,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
39,admin.,0,university.degree,0,0,2,0,0,1.4,93.444,4.97,5228,0
35,management,2,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
50,blue-collar,0,basic.9y,1,0,1,0,0,1.4,93.444,4.97,5228,0
44,blue-collar,0,basic.9y,0,0,3,0,0,1.4,93.444,4.97,5228,0
41,technician,1,professional.course,1,0,3,0,0,1.4,93.444,4.97,5228,0
44,blue-collar,0,basic.9y,1,0,2,0,0,1.4,93.444,4.97,5228,0
49,admin.,1,professional.course,1,0,1,0,0,1.4,93.444,4.97,5228,0
57,admin.,0,high.school,0,0,2,0,0,1.4,93.444,4.97,5228,0
30,unknown,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
44,admin.,1,high.school,1,0,2,0,0,1.4,93.444,4.97,5228,0
30,unknown,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
33,technician,1,professional.course,1,0,2,0,0,1.4,93.444,4.97,5228,0
45,technician,1,high.school,1,0,3,0,0,1.4,93.444,4.97,5228,0
32,technician,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
32,technician,0,university.degree,1,0,1,0,0,1.4,93.444,4.97,5228,0
58,blue-collar,0,basic.9y,1,0,3,0,0,1.4,93.444,4.97,5228,0
47,services,0,high.school,1,0,2,0,0,1.4,93.444,4.97,5228,0
45,technician,0,high.school,1,0,1,0,0,1.4,93.444,4.97,5228,0
50,admin.,0,high.school,0,0,6,0,0,1.4,93.444,4.97,5228,0
59,retired,0,high.school,1,0,2,0,0,1.4,93.444,4.97,5228,0
35,admin.,0,university.degree,0,0,4,0,0,1.4,93.444,4.97,5228,0
34,admin.,2,university.degree,1,0,3,0,0,1.4,93.444,4.97,5228,0
33,technician,1,professional.course,0,0,2,0,0,1.4,93.444,4.97,5228,0
48,blue-collar,0,basic.9y,1,0,2,0,0,1.4,93.444,4.97,5228,0
30,admin.,2,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
30,admin.,0,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
41,technician,0,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
44,services,0,professional.course,0,0,2,0,0,1.4,93.444,4.97,5228,0
59,retired,0,basic.4y,0,0,3,0,0,1.4,93.444,4.97,5228,0
45,unemployed,0,university.degree,1,0,3,0,0,1.4,93.444,4.97,5228,0
54,technician,0,university.degree,1,1,2,0,0,1.4,93.444,4.97,5228,1
34,admin.,2,university.degree,0,0,2,0,0,1.4,93.444,4.97,5228,0
30,unknown,0,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
52,management,0,university.degree,0,0,2,0,0,1.4,93.444,4.97,5228,1
40,entrepreneur,0,university.degree,1,0,2,0,0,1.4,93.444,4.97,5228,0
47,technician,0,professional.course,0,0,2,0,0,1.4,93.444,4.97,5228,0
32,technician,0,professional.course,1,0,2,0,0,1.4,93.444,4.968,5228,0
30,technician,0,university.degree,1,0,2,0,0,1.4,93.444,4.968,5228,0
38,blue-collar,2,high.school,0,0,2,0,0,1.4,93.444,4.968,5228,0
50,admin.,0,basic.9y,0,0,3,0,0,1.4,93.444,4.968,5228,0
30,technician,2,high.school,1,0,2,0,0,1.4,93.444,4.968,5228,0
56,retired,0,university.degree,1,0,3,0,0,1.4,93.444,4.968,5228,0
47,entrepreneur,0,university.degree,0,0,3,0,0,1.4,93.444,4.968,5228,1
47,entrepreneur,0,university.degree,1,0,2,0,0,1.4,93.444,4.968,5228,1
52,technician,1,professional.course,1,0,4,0,0,1.4,93.444,4.968,5228,0
50,admin.,0,high.school,1,0,3,0,0,1.4,93.444,4.968,5228,0
53,blue-collar,0,basic.4y,0,0,1,0,0,1.4,93.444,4.968,5228,0
43,admin.,2,university.degree,1,0,2,0,0,1.4,93.444,4.968,5228,1
57,retired,0,basic.6y,0,0,1,0,0,1.4,93.444,4.968,5228,0
35,unknown,0,basic.9y,0,0,1,0,0,1.4,93.444,4.968,5228,0
49,services,0,high.school,0,0,1,0,0,1.4,93.444,4.968,5228,0
58,admin.,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,0
58,admin.,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,1
38,technician,2,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
52,technician,1,university.degree,0,0,1,0,0,1.4,93.444,4.968,5228,0
52,technician,1,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
35,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
52,technician,1,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,1
47,admin.,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,0
48,technician,1,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
53,blue-collar,0,basic.9y,1,0,1,0,0,1.4,93.444,4.968,5228,0
48,technician,1,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
52,technician,1,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
47,services,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,1
41,technician,0,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
29,admin.,2,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
35,admin.,2,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
48,blue-collar,0,basic.9y,1,0,3,0,0,1.4,93.444,4.968,5228,0
29,admin.,2,university.degree,0,0,1,0,0,1.4,93.444,4.968,5228,0
58,blue-collar,0,basic.9y,0,0,2,0,0,1.4,93.444,4.968,5228,0
37,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
42,admin.,0,university.degree,1,0,2,0,0,1.4,93.444,4.968,5228,0
39,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,1
42,technician,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,0
44,technician,2,professional.course,1,0,3,0,0,1.4,93.444,4.968,5228,0
42,technician,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,0
42,technician,0,professional.course,1,0,3,0,0,1.4,93.444,4.968,5228,1
39,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
37,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
47,management,0,university.degree,0,0,1,0,0,1.4,93.444,4.968,5228,0
47,management,0,university.degree,0,0,1,0,0,1.4,93.444,4.968,5228,0
41,technician,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
41,technician,2,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
41,technician,2,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
40,technician,0,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
40,technician,0,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
40,technician,0,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
45,blue-collar,0,basic.4y,1,0,1,0,0,1.4,93.444,4.968,5228,0
45,blue-collar,0,basic.4y,1,0,1,0,0,1.4,93.444,4.968,5228,0
53,technician,0,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
49,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
52,technician,0,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
59,retired,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
34,admin.,2,university.degree,1,0,2,0,0,1.4,93.444,4.968,5228,0
55,admin.,0,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
46,technician,0,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
30,technician,0,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
52,services,1,basic.6y,1,0,1,0,0,1.4,93.444,4.968,5228,0
53,technician,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,0
53,technician,0,high.school,1,0,1,0,0,1.4,93.444,4.968,5228,0
53,blue-collar,0,basic.4y,0,0,2,0,0,1.4,93.444,4.968,5228,0
33,admin.,0,university.degree,1,0,2,0,0,1.4,93.444,4.968,5228,0
34,technician,1,professional.course,1,0,1,0,0,1.4,93.444,4.968,5228,0
40,technician,0,professional.course,0,0,1,0,0,1.4,93.444,4.968,5228,0
53,blue-collar,0,basic.9y,1,0,2,0,0,1.4,93.444,4.968,5228,0
30,unknown,0,university.degree,1,0,2,0,0,1.4,93.444,4.968,5228,0
35,unknown,0,basic.9y,1,0,2,0,0,1.4,93.444,4.968,5228,0
59,admin.,0,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
34,technician,1,professional.course,1,0,3,0,0,1.4,93.444,4.968,5228,0
32,admin.,2,high.school,1,0,2,0,0,1.4,93.444,4.968,5228,0
41,housemaid,0,basic.6y,0,0,2,0,0,1.4,93.444,4.968,5228,0
32,technician,2,university.degree,0,0,1,0,0,1.4,93.444,4.968,5228,0
32,technician,2,university.degree,1,0,1,0,0,1.4,93.444,4.968,5228,0
